molecular_weight_kda,monomer_type,backbone_type,linkage_type,branching_category,source_kingdom,solubility_category,charge_character,sulfation_present,acetylation_present,is_heteropolymer,degree_of_polymerization_log,crystallinity_category,viscosity_category,known_medical_use,known_food_use,biodegradable,biocompatible,xcomplexity_norm,hb_acceptors,functional_category,data_source,citation_note
147.18,Glucose,Glucose,Beta-1-4,Linear,Plant,Insoluble,Neutral,0,0,0,3.925,High,Low,0,1,1,1,0.245,39,Structural,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
98.29,Fructose,Fructose,Beta-2-6,Highly_Branched,Bacteria,Soluble,Neutral,0,0,0,3.932,Amorphous,Medium,1,0,1,1,0.197,27,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
106.92,Fructose,Fructose,Beta-2-6,Highly_Branched,Bacteria,Soluble,Neutral,0,0,0,4.277,Amorphous,Medium,1,0,1,1,0.214,29,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
106.08,Fructose,Fructose,Beta-2-6,Highly_Branched,Bacteria,Soluble,Neutral,0,0,0,4.243,Amorphous,Medium,1,0,1,1,0.212,29,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
95.44,Fructose,Fructose,Beta-2-6,Highly_Branched,Bacteria,Soluble,Neutral,0,0,0,3.817,Amorphous,Medium,1,0,1,1,0.191,26,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
93.54,Fructose,Fructose,Beta-2-6,Highly_Branched,Bacteria,Soluble,Neutral,0,0,0,3.742,Amorphous,Medium,1,0,1,1,0.187,26,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
94.01,Fructose,Fructose,Beta-2-6,Highly_Branched,Bacteria,Soluble,Neutral,0,0,0,3.76,Amorphous,Medium,1,0,1,1,0.188,26,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
92.77,Fructose,Fructose,Beta-2-6,Highly_Branched,Bacteria,Soluble,Neutral,0,0,0,3.711,Amorphous,Medium,1,0,1,1,0.186,25,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
93.92,Fructose,Fructose,Beta-2-6,Highly_Branched,Bacteria,Soluble,Neutral,0,0,0,3.757,Amorphous,Medium,1,0,1,1,0.188,26,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
102.75,Fructose,Fructose,Beta-2-6,Highly_Branched,Bacteria,Soluble,Neutral,0,0,0,4.11,Amorphous,Medium,1,0,1,1,0.205,28,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
93.57,Fructose,Fructose,Beta-2-6,Highly_Branched,Bacteria,Soluble,Neutral,0,0,0,3.743,Amorphous,Medium,1,0,1,1,0.187,26,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
97.28,Fructose,Fructose,Beta-2-6,Highly_Branched,Bacteria,Soluble,Neutral,0,0,0,3.891,Amorphous,Medium,1,0,1,1,0.195,27,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
105.17,Fructose,Fructose,Beta-2-6,Highly_Branched,Bacteria,Soluble,Neutral,0,0,0,4.207,Amorphous,Medium,1,0,1,1,0.21,29,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
92.85,Fructose,Fructose,Beta-2-6,Highly_Branched,Bacteria,Soluble,Neutral,0,0,0,3.714,Amorphous,Medium,1,0,1,1,0.186,25,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
104.72,Fructose,Fructose,Beta-2-6,Highly_Branched,Bacteria,Soluble,Neutral,0,0,0,4.189,Amorphous,Medium,1,0,1,1,0.209,29,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
96.73,Fructose,Fructose,Beta-2-6,Highly_Branched,Bacteria,Soluble,Neutral,0,0,0,3.869,Amorphous,Medium,1,0,1,1,0.193,27,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
94.27,Glucose,Glucose,Beta-1-3,Linear,Bacteria,Insoluble,Neutral,0,0,0,3.771,High,Gel_forming,1,1,1,1,0.207,28,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
102.95,Glucose,Glucose,Beta-1-3,Linear,Bacteria,Insoluble,Neutral,0,0,0,4.118,High,Gel_forming,1,1,1,1,0.226,30,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
101.93,Glucose,Glucose,Beta-1-3,Linear,Bacteria,Insoluble,Neutral,0,0,0,4.077,High,Gel_forming,1,1,1,1,0.224,30,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
105.66,Glucose,Glucose,Beta-1-3,Linear,Bacteria,Insoluble,Neutral,0,0,0,4.226,High,Gel_forming,1,1,1,1,0.232,31,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
103.53,Glucose,Glucose,Beta-1-3,Linear,Bacteria,Insoluble,Neutral,0,0,0,4.141,High,Gel_forming,1,1,1,1,0.228,31,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
104.55,Glucose,Glucose,Beta-1-3,Linear,Bacteria,Insoluble,Neutral,0,0,0,4.182,High,Gel_forming,1,1,1,1,0.23,31,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
96.73,Glucose,Glucose,Beta-1-3,Linear,Bacteria,Insoluble,Neutral,0,0,0,3.869,High,Gel_forming,1,1,1,1,0.213,29,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
95.16,Glucose,Glucose,Beta-1-3,Linear,Bacteria,Insoluble,Neutral,0,0,0,3.806,High,Gel_forming,1,1,1,1,0.209,28,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
103.76,Glucose,Glucose,Beta-1-3,Linear,Bacteria,Insoluble,Neutral,0,0,0,4.15,High,Gel_forming,1,1,1,1,0.228,31,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
104.6,Glucose,Glucose,Beta-1-3,Linear,Bacteria,Insoluble,Neutral,0,0,0,4.184,High,Gel_forming,1,1,1,1,0.23,31,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
107.36,Glucose,Glucose,Beta-1-3,Linear,Bacteria,Insoluble,Neutral,0,0,0,4.294,High,Gel_forming,1,1,1,1,0.236,32,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
98.69,Glucose,Glucose,Beta-1-3,Linear,Bacteria,Insoluble,Neutral,0,0,0,3.948,High,Gel_forming,1,1,1,1,0.217,29,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
98.08,Glucose,Glucose,Beta-1-3,Linear,Bacteria,Insoluble,Neutral,0,0,0,3.923,High,Gel_forming,1,1,1,1,0.216,29,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
104.15,Glucose,Glucose,Beta-1-3,Linear,Bacteria,Insoluble,Neutral,0,0,0,4.166,High,Gel_forming,1,1,1,1,0.229,31,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
97.61,Glucose,Glucose,Beta-1-3,Linear,Bacteria,Insoluble,Neutral,0,0,0,3.904,High,Gel_forming,1,1,1,1,0.215,29,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
106.46,Glucose,Glucose,Beta-1-3,Linear,Bacteria,Insoluble,Neutral,0,0,0,4.258,High,Gel_forming,1,1,1,1,0.234,31,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
105.38,Glucose,Glucose,Beta-1-3,Linear,Bacteria,Insoluble,Neutral,0,0,0,4.215,High,Gel_forming,1,1,1,1,0.232,31,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
98.93,Glucose,Glucose,Beta-1-3,Linear,Bacteria,Insoluble,Neutral,0,0,0,3.957,High,Gel_forming,1,1,1,1,0.218,29,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
103.76,Glucose,Glucose,Beta-1-3,Linear,Bacteria,Insoluble,Neutral,0,0,0,4.151,High,Gel_forming,1,1,1,1,0.228,31,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
103.82,Glucose,Glucose,Beta-1-3,Linear,Bacteria,Insoluble,Neutral,0,0,0,4.153,High,Gel_forming,1,1,1,1,0.228,31,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
188.09,Glucose,Glucose,Alpha-1-6,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.044,Amorphous,Low,1,1,1,1,0.235,30,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
212.08,Glucose,Glucose,Alpha-1-6,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.56,Amorphous,Low,1,1,1,1,0.265,33,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
200.16,Glucose,Glucose,Alpha-1-6,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.303,Amorphous,Low,1,1,1,1,0.25,32,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
209.79,Glucose,Glucose,Alpha-1-6,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.511,Amorphous,Low,1,1,1,1,0.262,33,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
194.6,Glucose,Glucose,Alpha-1-6,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.184,Amorphous,Low,1,1,1,1,0.243,31,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
211.87,Glucose,Glucose,Alpha-1-6,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.555,Amorphous,Low,1,1,1,1,0.265,33,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
196.68,Glucose,Glucose,Alpha-1-6,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.229,Amorphous,Low,1,1,1,1,0.246,31,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
185.33,Glucose,Glucose,Alpha-1-6,Low_Branched,Fungi,Soluble,Neutral,0,0,0,3.984,Amorphous,Low,1,1,1,1,0.232,29,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
212.16,Glucose,Glucose,Alpha-1-6,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.561,Amorphous,Low,1,1,1,1,0.265,33,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
187.74,Glucose,Glucose,Alpha-1-6,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.036,Amorphous,Low,1,1,1,1,0.235,30,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
194.58,Glucose,Glucose,Alpha-1-6,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.183,Amorphous,Low,1,1,1,1,0.243,31,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
213.5,Glucose,Glucose,Alpha-1-6,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.59,Amorphous,Low,1,1,1,1,0.267,34,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
213.52,Glucose,Glucose,Alpha-1-6,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.591,Amorphous,Low,1,1,1,1,0.267,34,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
202.2,Glucose,Glucose,Alpha-1-6,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.347,Amorphous,Low,1,1,1,1,0.253,32,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
203.96,Glucose,Glucose,Alpha-1-6,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.385,Amorphous,Low,1,1,1,1,0.255,32,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
198.45,Glucose,Glucose,Alpha-1-6,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.267,Amorphous,Low,1,1,1,1,0.248,31,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
193.8,Glucose,Glucose,Alpha-1-6,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.167,Amorphous,Low,1,1,1,1,0.242,31,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
194.86,Glucose,Glucose,Alpha-1-6,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.189,Amorphous,Low,1,1,1,1,0.244,31,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
205.18,Glucose,Glucose,Alpha-1-6,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.411,Amorphous,Low,1,1,1,1,0.256,32,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
207.57,Glucose,Glucose,Alpha-1-6,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.463,Amorphous,Low,1,1,1,1,0.259,33,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
313.12,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Partially_Soluble,Neutral,0,0,0,4.697,Low,Medium,1,1,1,1,0.25,36,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
313.03,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Partially_Soluble,Neutral,0,0,0,4.695,Low,Medium,1,1,1,1,0.25,36,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
281.6,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Partially_Soluble,Neutral,0,0,0,4.224,Low,Medium,1,1,1,1,0.225,32,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
299.75,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Partially_Soluble,Neutral,0,0,0,4.496,Low,Medium,1,1,1,1,0.24,34,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
280.09,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Partially_Soluble,Neutral,0,0,0,4.201,Low,Medium,1,1,1,1,0.224,32,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
302.23,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Partially_Soluble,Neutral,0,0,0,4.533,Low,Medium,1,1,1,1,0.242,35,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
297.37,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Partially_Soluble,Neutral,0,0,0,4.461,Low,Medium,1,1,1,1,0.238,34,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
317.45,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Partially_Soluble,Neutral,0,0,0,4.762,Low,Medium,1,1,1,1,0.254,37,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
293.29,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Partially_Soluble,Neutral,0,0,0,4.399,Low,Medium,1,1,1,1,0.235,34,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
282.77,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Partially_Soluble,Neutral,0,0,0,4.242,Low,Medium,1,1,1,1,0.226,32,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
283.93,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Partially_Soluble,Neutral,0,0,0,4.259,Low,Medium,1,1,1,1,0.227,33,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
311.77,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Partially_Soluble,Neutral,0,0,0,4.677,Low,Medium,1,1,1,1,0.249,36,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
305.32,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Partially_Soluble,Neutral,0,0,0,4.58,Low,Medium,1,1,1,1,0.244,35,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
282.05,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Partially_Soluble,Neutral,0,0,0,4.231,Low,Medium,1,1,1,1,0.226,32,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
281.28,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Partially_Soluble,Neutral,0,0,0,4.219,Low,Medium,1,1,1,1,0.225,32,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
309.04,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Partially_Soluble,Neutral,0,0,0,4.636,Low,Medium,1,1,1,1,0.247,36,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
280.77,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Partially_Soluble,Neutral,0,0,0,4.212,Low,Medium,1,1,1,1,0.225,32,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
314.48,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Partially_Soluble,Neutral,0,0,0,4.717,Low,Medium,1,1,1,1,0.252,36,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
309.28,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Partially_Soluble,Neutral,0,0,0,4.639,Low,Medium,1,1,1,1,0.247,36,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
281.16,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Partially_Soluble,Neutral,0,0,0,4.217,Low,Medium,1,1,1,1,0.225,32,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
468.86,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.407,Low,High,1,0,1,1,0.244,33,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
536.5,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Soluble,Neutral,0,0,0,5.043,Low,High,1,0,1,1,0.279,38,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
490.57,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.611,Low,High,1,0,1,1,0.255,35,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
490.3,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.609,Low,High,1,0,1,1,0.255,35,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
523.46,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.921,Low,High,1,0,1,1,0.272,37,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
533.54,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Soluble,Neutral,0,0,0,5.015,Low,High,1,0,1,1,0.277,38,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
536.45,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Soluble,Neutral,0,0,0,5.043,Low,High,1,0,1,1,0.279,38,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
519.0,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.879,Low,High,1,0,1,1,0.27,37,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
490.72,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.613,Low,High,1,0,1,1,0.255,35,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
468.76,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.406,Low,High,1,0,1,1,0.244,33,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
520.79,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.895,Low,High,1,0,1,1,0.271,37,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
504.38,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.741,Low,High,1,0,1,1,0.262,36,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
494.32,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.647,Low,High,1,0,1,1,0.257,35,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
530.48,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.986,Low,High,1,0,1,1,0.276,38,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
470.84,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.426,Low,High,1,0,1,1,0.245,33,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
499.45,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.695,Low,High,1,0,1,1,0.26,35,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
463.35,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.356,Low,High,1,0,1,1,0.241,33,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
497.65,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.678,Low,High,1,0,1,1,0.259,35,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
466.72,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.387,Low,High,1,0,1,1,0.243,33,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
471.41,Glucose,Glucose,Beta-1-3,Low_Branched,Fungi,Soluble,Neutral,0,0,0,4.431,Low,High,1,0,1,1,0.245,33,Fungal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
942.63,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.525,Amorphous,High,0,1,1,1,0.207,35,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1022.38,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.907,Amorphous,High,0,1,1,1,0.225,38,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1036.91,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.977,Amorphous,High,0,1,1,1,0.228,39,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1012.51,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.86,Amorphous,High,0,1,1,1,0.223,38,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1069.33,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,5.133,Amorphous,High,0,1,1,1,0.235,40,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
981.23,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.71,Amorphous,High,0,1,1,1,0.216,37,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
967.86,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.646,Amorphous,High,0,1,1,1,0.213,36,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1055.29,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,5.065,Amorphous,High,0,1,1,1,0.232,40,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
958.54,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.601,Amorphous,High,0,1,1,1,0.211,36,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1069.48,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,5.134,Amorphous,High,0,1,1,1,0.235,40,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
926.82,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.449,Amorphous,High,0,1,1,1,0.204,35,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1070.48,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,5.138,Amorphous,High,0,1,1,1,0.236,40,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
931.47,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.471,Amorphous,High,0,1,1,1,0.205,35,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1058.67,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,5.082,Amorphous,High,0,1,1,1,0.233,40,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1004.16,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.82,Amorphous,High,0,1,1,1,0.221,38,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1073.94,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,5.155,Amorphous,High,0,1,1,1,0.236,40,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
936.07,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.493,Amorphous,High,0,1,1,1,0.206,35,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1008.08,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.839,Amorphous,High,0,1,1,1,0.222,38,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1070.4,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,5.138,Amorphous,High,0,1,1,1,0.235,40,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1003.46,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.817,Amorphous,High,0,1,1,1,0.221,38,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
713.59,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.791,Amorphous,High,0,1,1,1,0.204,36,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
720.55,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.838,Amorphous,High,0,1,1,1,0.206,37,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
695.23,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.668,Amorphous,High,0,1,1,1,0.199,35,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
713.39,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.79,Amorphous,High,0,1,1,1,0.204,36,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
708.85,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.759,Amorphous,High,0,1,1,1,0.203,36,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
742.12,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.983,Amorphous,High,0,1,1,1,0.212,38,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
