name,category,source,monomer_unit,bond_type,molecular_weight_kda,solubility,biological_function,carbohydrate_class,subtype,example,monomer_backbone,degree_of_polymerization,reducing_end,branching_degree,crystallinity_percent,water_content_percent,viscosity_mPas,ph_stability_min,ph_stability_max,thermal_stability_celsius,bioactivity,ic50_ug_ml,minimum_inhibitory_concentration_ug_ml,in_vitro_tested,in_vivo_tested,mechanism,source_organism,food_application,food_function,food_sector,e_number,usage_concentration_percent,regulatory_status,medical_application,medical_field,delivery_system,biocompatibility,biodegradability,toxicity_category,clinical_stage,primary_monomer,secondary_monomer,glycosidic_linkage,molecular_formula_repeat,degree_of_acetylation,degree_of_sulfation,carbon_content_percent,hydrogen_content_percent,oxygen_content_percent,scientific_name,common_name,plant_part,yield_percent,extraction_method,geographic_origin,id,pdb_like_id,helix_type,repeat_unit_length_angstrom,chain_conformation,glycosidic_angle_phi,glycosidic_angle_psi,branch_points_per_100_residues,drug_class,administration_route,half_life_hours,bioavailability_percent,plasma_protein_binding_percent,volume_of_distribution_L_kg,clearance_ml_min_kg,ld50_mg_kg,adverse_effects
Carrageenan,Algal,Red Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Prebiotic agent,IV,23.5,61.0,11.4,4.001,11.84,2282.0,None reported
Glycogen,Storage,Animals,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Prebiotic agent,Transdermal,31.1,33.9,84.5,3.194,14.87,3007.0,Allergic reaction
Locust Bean Gum,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antibacterial,Topical,20.2,48.4,44.9,1.907,11.07,4569.0,GI disturbance
Levan,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Prebiotic agent,Subcutaneous,61.2,17.5,87.2,3.787,8.38,9254.0,Minimal
Alginate,Algal,Brown Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Prebiotic agent,Transdermal,6.7,40.4,55.5,3.064,1.15,692.0,Allergic reaction
Guar Gum,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antineoplastic,Inhalation,60.8,6.1,55.5,1.706,14.1,6533.0,None reported
Carrageenan,Algal,Red Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Anticoagulant,Topical,70.3,39.5,76.3,2.171,7.08,461.0,Bleeding risk
Pullulan,Fungal,Fungi,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Prebiotic agent,Subcutaneous,42.8,28.3,12.4,2.441,9.08,2189.0,Allergic reaction
Guar Gum,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Anti-inflammatory,Inhalation,67.2,22.4,26.1,2.081,17.22,9121.0,GI disturbance
Konjac Glucomannan,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Anti-inflammatory,Inhalation,1.7,53.6,54.7,2.56,6.92,5074.0,GI disturbance
Scleroglucan,Fungal,Fungi,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Hepatoprotective,Oral,28.2,76.4,60.4,1.062,13.75,1775.0,None reported
Welan Gum,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Hepatoprotective,Inhalation,54.5,98.8,12.1,4.227,16.08,6413.0,Minimal
Scleroglucan,Fungal,Fungi,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Prebiotic agent,Inhalation,10.4,83.7,71.1,0.34,13.13,5654.0,Minimal
Cellulose Sulfate,Structural,Plants (Modified),Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antiviral,Transdermal,52.2,7.8,44.4,0.975,1.69,790.0,Bleeding risk
Curdlan,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Anticoagulant,Subcutaneous,14.2,81.9,61.2,3.845,10.42,6196.0,None reported
Cellulose Sulfate,Structural,Plants (Modified),Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antineoplastic,Subcutaneous,9.1,19.6,71.8,4.831,15.5,7749.0,Bleeding risk
Pullulan,Fungal,Fungi,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Anti-inflammatory,Subcutaneous,53.2,92.6,57.0,4.121,6.51,2698.0,Allergic reaction
Curdlan,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Prebiotic agent,IV,2.7,73.2,62.0,3.45,13.46,9728.0,Minimal
Scleroglucan,Fungal,Fungi,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Immunosuppressant,Topical,22.1,99.0,62.9,0.145,6.0,7773.0,None reported
Levan,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antifungal,Oral,71.6,61.9,15.6,1.733,11.0,1980.0,GI disturbance
Inulin,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Hepatoprotective,Inhalation,12.1,99.9,30.4,4.567,14.98,2852.0,Bleeding risk
Cellulose,Structural,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antineoplastic,Transdermal,49.0,75.3,51.0,2.717,8.58,5070.0,Minimal
Carrageenan,Algal,Red Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antiviral,Transdermal,19.9,26.1,20.0,4.421,10.79,8651.0,Minimal
Chitin,Structural,Fungi/Exoskeletons,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antiviral,Transdermal,61.3,88.8,61.1,3.627,3.27,8514.0,None reported
Glycogen,Storage,Animals,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Mucolytic,Oral,14.8,47.6,14.1,2.406,18.77,9776.0,Allergic reaction
Fucoidan,Algal,Brown Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Prebiotic agent,Oral,32.4,9.6,12.7,3.164,1.11,6442.0,Minimal
Pullulan,Fungal,Fungi,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antineoplastic,Subcutaneous,11.2,20.7,93.2,2.774,13.2,7727.0,GI disturbance
Locust Bean Gum,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Mucolytic,Oral,47.7,6.8,23.0,2.563,11.8,3455.0,None reported
Hyaluronic Acid,Bioactive,Animals/Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antifungal,Transdermal,20.2,12.1,57.5,2.144,12.05,1212.0,None reported
Carrageenan,Algal,Red Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Anti-inflammatory,IV,57.7,43.6,21.7,2.809,10.84,8423.0,Bleeding risk
Laminarin,Algal,Brown Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Anti-inflammatory,Subcutaneous,4.6,77.0,25.4,4.618,4.3,9023.0,GI disturbance
Inulin,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Prebiotic agent,IV,23.8,61.5,65.5,0.96,5.44,9983.0,Allergic reaction
Starch,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Anti-inflammatory,IV,1.3,75.9,81.3,4.656,3.28,1707.0,GI disturbance
Xanthan Gum,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antiviral,Inhalation,1.8,13.6,91.5,4.786,9.44,2562.0,Bleeding risk
Cellulose Sulfate,Structural,Plants (Modified),Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Prebiotic agent,Inhalation,32.8,83.2,91.6,0.341,12.4,6525.0,Allergic reaction
Starch,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antineoplastic,Topical,17.8,35.2,84.3,4.462,6.51,3584.0,Bleeding risk
